IfcRectangularTrimmedSurface,BasisSurface,BasisSurface_IfcRectangularTrimmedSurface,ENTITY
IfcEdgeFeature,Name,Name_IfcRoot,ENTITY
IfcEdgeFeature,Description,Description_IfcRoot,ENTITY
IfcEdgeFeature,ObjectType,ObjectType_IfcObject,ENTITY
IfcEdgeFeature,ObjectPlacement,ObjectPlacement_IfcProduct,ENTITY
IfcEdgeFeature,Representation,Representation_IfcProduct,ENTITY
IfcEdgeFeature,Tag,Tag_IfcElement,ENTITY
IfcEdgeFeature,FeatureLength,FeatureLength_IfcEdgeFeature,ENTITY
IfcRepresentationMap,MappingOrigin,MappingOrigin_IfcRepresentationMap,ENTITY
IfcRepresentationMap,MappedRepresentation,MappedRepresentation_IfcRepresentationMap,ENTITY
IfcOpticalMaterialProperties,Material,Material_IfcMaterialProperties,ENTITY
IfcOpticalMaterialProperties,VisibleTransmittance,VisibleTransmittance_IfcOpticalMaterialProperties,ENTITY
IfcOpticalMaterialProperties,SolarTransmittance,SolarTransmittance_IfcOpticalMaterialProperties,ENTITY
IfcOpticalMaterialProperties,ThermalIrTransmittance,ThermalIrTransmittance_IfcOpticalMaterialProperties,ENTITY
IfcOpticalMaterialProperties,ThermalIrEmissivityBack,ThermalIrEmissivityBack_IfcOpticalMaterialProperties,ENTITY
IfcOpticalMaterialProperties,ThermalIrEmissivityFront,ThermalIrEmissivityFront_IfcOpticalMaterialProperties,ENTITY
IfcOpticalMaterialProperties,VisibleReflectanceBack,VisibleReflectanceBack_IfcOpticalMaterialProperties,ENTITY
IfcOpticalMaterialProperties,VisibleReflectanceFront,VisibleReflectanceFront_IfcOpticalMaterialProperties,ENTITY
IfcOpticalMaterialProperties,SolarReflectanceFront,SolarReflectanceFront_IfcOpticalMaterialProperties,ENTITY
IfcOpticalMaterialProperties,SolarReflectanceBack,SolarReflectanceBack_IfcOpticalMaterialProperties,ENTITY
IfcInventory,GlobalId,GlobalId_IfcRoot,ENTITY
IfcInventory,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcInventory,Name,Name_IfcRoot,ENTITY
IfcInventory,Description,Description_IfcRoot,ENTITY
IfcInventory,ObjectType,ObjectType_IfcObject,ENTITY
IfcInventory,InventoryType,InventoryType_IfcInventory,ENTITY
IfcInventory,Jurisdiction,Jurisdiction_IfcInventory,ENTITY
IfcInventory,ResponsiblePersons,ResponsiblePersons_IfcInventory,SET
IfcInventory,LastUpdateDate,LastUpdateDate_IfcInventory,ENTITY
IfcInventory,CurrentValue,CurrentValue_IfcInventory,ENTITY
IfcInventory,OriginalValue,OriginalValue_IfcInventory,ENTITY
IfcLightSourceAmbient,Name,Name_IfcLightSource,ENTITY
IfcLightSourceAmbient,LightColour,LightColour_IfcLightSource,ENTITY
IfcLightSourceAmbient,AmbientIntensity,AmbientIntensity_IfcLightSource,ENTITY
IfcLightSourceAmbient,Intensity,Intensity_IfcLightSource,ENTITY
IfcQuantityWeight,Name,Name_IfcPhysicalQuantity,ENTITY
IfcQuantityWeight,Description,Description_IfcPhysicalQuantity,ENTITY
IfcQuantityWeight,Unit,Unit_IfcPhysicalSimpleQuantity,ENTITY
IfcQuantityWeight,WeightValue,WeightValue_IfcQuantityWeight,ENTITY
IfcRelConnectsWithEccentricity,GlobalId,GlobalId_IfcRoot,ENTITY
IfcRelConnectsWithEccentricity,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcRelConnectsWithEccentricity,Name,Name_IfcRoot,ENTITY
IfcRelConnectsWithEccentricity,Description,Description_IfcRoot,ENTITY
IfcRelConnectsWithEccentricity,RelatingStructuralMember,RelatingStructuralMember_IfcRelConnectsStructuralMember,ENTITY
IfcRelConnectsWithEccentricity,RelatedStructuralConnection,RelatedStructuralConnection_IfcRelConnectsStructuralMember,ENTITY
IfcRelConnectsWithEccentricity,AppliedCondition,AppliedCondition_IfcRelConnectsStructuralMember,ENTITY
IfcRelConnectsWithEccentricity,AdditionalConditions,AdditionalConditions_IfcRelConnectsStructuralMember,ENTITY
IfcRelConnectsWithEccentricity,SupportedLength,SupportedLength_IfcRelConnectsStructuralMember,ENTITY
IfcRelConnectsWithEccentricity,ConditionCoordinateSystem,ConditionCoordinateSystem_IfcRelConnectsStructuralMember,ENTITY
IfcRelConnectsWithEccentricity,ConnectionConstraint,ConnectionConstraint_IfcRelConnectsWithEccentricity,ENTITY
IfcPropertyTableValue,Name,Name_IfcProperty,ENTITY
IfcPropertyTableValue,Description,Description_IfcProperty,ENTITY
IfcPropertyTableValue,DefiningValues,DefiningValues_IfcPropertyTableValue,LIST
IfcPropertyTableValue,DefinedValues,DefinedValues_IfcPropertyTableValue,LIST
IfcPropertyTableValue,Expression,Expression_IfcPropertyTableValue,ENTITY
IfcPropertyTableValue,DefiningUnit,DefiningUnit_IfcPropertyTableValue,ENTITY
IfcPropertyTableValue,DefinedUnit,DefinedUnit_IfcPropertyTableValue,ENTITY
IfcStructuralConnectionCondition,Name,Name_IfcStructuralConnectionCondition,ENTITY
IfcExternalReference,Location,Location_IfcExternalReference,ENTITY
IfcExternalReference,ItemReference,ItemReference_IfcExternalReference,ENTITY
IfcExternalReference,Name,Name_IfcExternalReference,ENTITY
IfcFlowFitting,GlobalId,GlobalId_IfcRoot,ENTITY
IfcFlowFitting,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcFlowFitting,Name,Name_IfcRoot,ENTITY
IfcFlowFitting,Description,Description_IfcRoot,ENTITY
IfcFlowFitting,ObjectType,ObjectType_IfcObject,ENTITY
IfcFlowFitting,ObjectPlacement,ObjectPlacement_IfcProduct,ENTITY
IfcFlowFitting,Representation,Representation_IfcProduct,ENTITY
IfcFlowFitting,Tag,Tag_IfcElement,ENTITY
IfcProperty,Name,Name_IfcProperty,ENTITY
IfcProperty,Description,Description_IfcProperty,ENTITY
IfcCraneRailAShapeProfileDef,ProfileType,ProfileType_IfcProfileDef,ENTITY
IfcCraneRailAShapeProfileDef,ProfileName,ProfileName_IfcProfileDef,ENTITY
IfcCraneRailAShapeProfileDef,Position,Position_IfcParameterizedProfileDef,ENTITY
IfcCraneRailAShapeProfileDef,OverallHeight,OverallHeight_IfcCraneRailAShapeProfileDef,ENTITY
IfcCraneRailAShapeProfileDef,BaseWidth2,BaseWidth2_IfcCraneRailAShapeProfileDef,ENTITY
IfcCraneRailAShapeProfileDef,Radius,Radius_IfcCraneRailAShapeProfileDef,ENTITY
IfcCraneRailAShapeProfileDef,HeadWidth,HeadWidth_IfcCraneRailAShapeProfileDef,ENTITY
IfcCraneRailAShapeProfileDef,HeadDepth2,HeadDepth2_IfcCraneRailAShapeProfileDef,ENTITY
IfcCraneRailAShapeProfileDef,HeadDepth3,HeadDepth3_IfcCraneRailAShapeProfileDef,ENTITY
IfcCraneRailAShapeProfileDef,WebThickness,WebThickness_IfcCraneRailAShapeProfileDef,ENTITY
IfcCraneRailAShapeProfileDef,BaseWidth4,BaseWidth4_IfcCraneRailAShapeProfileDef,ENTITY
IfcCraneRailAShapeProfileDef,BaseDepth1,BaseDepth1_IfcCraneRailAShapeProfileDef,ENTITY
IfcCraneRailAShapeProfileDef,BaseDepth2,BaseDepth2_IfcCraneRailAShapeProfileDef,ENTITY
IfcCraneRailAShapeProfileDef,BaseDepth3,BaseDepth3_IfcCraneRailAShapeProfileDef,ENTITY
IfcCraneRailAShapeProfileDef,CentreOfGravityInY,CentreOfGravityInY_IfcCraneRailAShapeProfileDef,ENTITY
IfcConstructionResource,GlobalId,GlobalId_IfcRoot,ENTITY
IfcConstructionResource,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcConstructionResource,Name,Name_IfcRoot,ENTITY
IfcConstructionResource,Description,Description_IfcRoot,ENTITY
IfcConstructionResource,ObjectType,ObjectType_IfcObject,ENTITY
IfcConstructionResource,ResourceIdentifier,ResourceIdentifier_IfcConstructionResource,ENTITY
IfcConstructionResource,ResourceGroup,ResourceGroup_IfcConstructionResource,ENTITY
IfcConstructionResource,ResourceConsumption,ResourceConsumption_IfcConstructionResource,ENTITY
IfcConstructionResource,BaseQuantity,BaseQuantity_IfcConstructionResource,ENTITY
IfcDistributionChamberElement,GlobalId,GlobalId_IfcRoot,ENTITY
IfcDistributionChamberElement,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcDistributionChamberElement,Name,Name_IfcRoot,ENTITY
IfcDistributionChamberElement,Description,Description_IfcRoot,ENTITY
IfcDistributionChamberElement,ObjectType,ObjectType_IfcObject,ENTITY
IfcDistributionChamberElement,ObjectPlacement,ObjectPlacement_IfcProduct,ENTITY
IfcDistributionChamberElement,Representation,Representation_IfcProduct,ENTITY
IfcDistributionChamberElement,Tag,Tag_IfcElement,ENTITY
IfcRelAggregates,GlobalId,GlobalId_IfcRoot,ENTITY
IfcRelAggregates,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcRelAggregates,Name,Name_IfcRoot,ENTITY
IfcRelAggregates,Description,Description_IfcRoot,ENTITY
IfcRelAggregates,RelatingObject,RelatingObject_IfcRelDecomposes,ENTITY
IfcRelAggregates,RelatedObjects,RelatedObjects_IfcRelDecomposes,SET
IfcBuildingElementProxy,GlobalId,GlobalId_IfcRoot,ENTITY
IfcBuildingElementProxy,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcBuildingElementProxy,Name,Name_IfcRoot,ENTITY
IfcBuildingElementProxy,Description,Description_IfcRoot,ENTITY
IfcBuildingElementProxy,ObjectType,ObjectType_IfcObject,ENTITY
IfcBuildingElementProxy,ObjectPlacement,ObjectPlacement_IfcProduct,ENTITY
IfcBuildingElementProxy,Representation,Representation_IfcProduct,ENTITY
IfcBuildingElementProxy,Tag,Tag_IfcElement,ENTITY
IfcBuildingElementProxy,CompositionType,CompositionType_IfcBuildingElementProxy,ENTITY
IfcOneDirectionRepeatFactor,RepeatFactor,RepeatFactor_IfcOneDirectionRepeatFactor,ENTITY
IfcFireSuppressionTerminalType,GlobalId,GlobalId_IfcRoot,ENTITY
IfcFireSuppressionTerminalType,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcFireSuppressionTerminalType,Name,Name_IfcRoot,ENTITY
IfcFireSuppressionTerminalType,Description,Description_IfcRoot,ENTITY
IfcFireSuppressionTerminalType,ApplicableOccurrence,ApplicableOccurrence_IfcTypeObject,ENTITY
IfcFireSuppressionTerminalType,HasPropertySets,HasPropertySets_IfcTypeObject,SET
IfcFireSuppressionTerminalType,RepresentationMaps,RepresentationMaps_IfcTypeProduct,LIST
IfcFireSuppressionTerminalType,Tag,Tag_IfcTypeProduct,ENTITY
IfcFireSuppressionTerminalType,ElementType,ElementType_IfcElementType,ENTITY
IfcFireSuppressionTerminalType,PredefinedType,PredefinedType_IfcFireSuppressionTerminalType,ENTITY
IfcDamperType,GlobalId,GlobalId_IfcRoot,ENTITY
IfcDamperType,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcDamperType,Name,Name_IfcRoot,ENTITY
IfcDamperType,Description,Description_IfcRoot,ENTITY
IfcDamperType,ApplicableOccurrence,ApplicableOccurrence_IfcTypeObject,ENTITY
IfcDamperType,HasPropertySets,HasPropertySets_IfcTypeObject,SET
IfcDamperType,RepresentationMaps,RepresentationMaps_IfcTypeProduct,LIST
IfcDamperType,Tag,Tag_IfcTypeProduct,ENTITY
IfcDamperType,ElementType,ElementType_IfcElementType,ENTITY
IfcDamperType,PredefinedType,PredefinedType_IfcDamperType,ENTITY
IfcFlowTreatmentDeviceType,GlobalId,GlobalId_IfcRoot,ENTITY
IfcFlowTreatmentDeviceType,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcFlowTreatmentDeviceType,Name,Name_IfcRoot,ENTITY
IfcFlowTreatmentDeviceType,Description,Description_IfcRoot,ENTITY
IfcFlowTreatmentDeviceType,ApplicableOccurrence,ApplicableOccurrence_IfcTypeObject,ENTITY
IfcFlowTreatmentDeviceType,HasPropertySets,HasPropertySets_IfcTypeObject,SET
IfcFlowTreatmentDeviceType,RepresentationMaps,RepresentationMaps_IfcTypeProduct,LIST
IfcFlowTreatmentDeviceType,Tag,Tag_IfcTypeProduct,ENTITY
IfcFlowTreatmentDeviceType,ElementType,ElementType_IfcElementType,ENTITY
IfcRelInteractionRequirements,GlobalId,GlobalId_IfcRoot,ENTITY
IfcRelInteractionRequirements,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcRelInteractionRequirements,Name,Name_IfcRoot,ENTITY
IfcRelInteractionRequirements,Description,Description_IfcRoot,ENTITY
IfcRelInteractionRequirements,DailyInteraction,DailyInteraction_IfcRelInteractionRequirements,ENTITY
IfcRelInteractionRequirements,ImportanceRating,ImportanceRating_IfcRelInteractionRequirements,ENTITY
IfcRelInteractionRequirements,LocationOfInteraction,LocationOfInteraction_IfcRelInteractionRequirements,ENTITY
IfcRelInteractionRequirements,RelatedSpaceProgram,RelatedSpaceProgram_IfcRelInteractionRequirements,ENTITY
IfcRelInteractionRequirements,RelatingSpaceProgram,RelatingSpaceProgram_IfcRelInteractionRequirements,ENTITY
IfcFlowTerminal,GlobalId,GlobalId_IfcRoot,ENTITY
IfcFlowTerminal,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcFlowTerminal,Name,Name_IfcRoot,ENTITY
IfcFlowTerminal,Description,Description_IfcRoot,ENTITY
IfcFlowTerminal,ObjectType,ObjectType_IfcObject,ENTITY
IfcFlowTerminal,ObjectPlacement,ObjectPlacement_IfcProduct,ENTITY
IfcFlowTerminal,Representation,Representation_IfcProduct,ENTITY
IfcFlowTerminal,Tag,Tag_IfcElement,ENTITY
IfcQuantityArea,Name,Name_IfcPhysicalQuantity,ENTITY
IfcQuantityArea,Description,Description_IfcPhysicalQuantity,ENTITY
IfcQuantityArea,Unit,Unit_IfcPhysicalSimpleQuantity,ENTITY
IfcQuantityArea,AreaValue,AreaValue_IfcQuantityArea,ENTITY
IfcOrderAction,GlobalId,GlobalId_IfcRoot,ENTITY
IfcOrderAction,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcOrderAction,Name,Name_IfcRoot,ENTITY
IfcOrderAction,Description,Description_IfcRoot,ENTITY
IfcOrderAction,ObjectType,ObjectType_IfcObject,ENTITY
IfcOrderAction,TaskId,TaskId_IfcTask,ENTITY
IfcOrderAction,Status,Status_IfcTask,ENTITY
IfcOrderAction,WorkMethod,WorkMethod_IfcTask,ENTITY
IfcOrderAction,IsMilestone,IsMilestone_IfcTask,ENTITY
IfcOrderAction,Priority,Priority_IfcTask,ENTITY
IfcOrderAction,ActionID,ActionID_IfcOrderAction,ENTITY
IfcSanitaryTerminalType,GlobalId,GlobalId_IfcRoot,ENTITY
IfcSanitaryTerminalType,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcSanitaryTerminalType,Name,Name_IfcRoot,ENTITY
IfcSanitaryTerminalType,Description,Description_IfcRoot,ENTITY
IfcSanitaryTerminalType,ApplicableOccurrence,ApplicableOccurrence_IfcTypeObject,ENTITY
IfcSanitaryTerminalType,HasPropertySets,HasPropertySets_IfcTypeObject,SET
IfcSanitaryTerminalType,RepresentationMaps,RepresentationMaps_IfcTypeProduct,LIST
IfcSanitaryTerminalType,Tag,Tag_IfcTypeProduct,ENTITY
IfcSanitaryTerminalType,ElementType,ElementType_IfcElementType,ENTITY
IfcSanitaryTerminalType,PredefinedType,PredefinedType_IfcSanitaryTerminalType,ENTITY
IfcFlowMeterType,GlobalId,GlobalId_IfcRoot,ENTITY
IfcFlowMeterType,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcFlowMeterType,Name,Name_IfcRoot,ENTITY
IfcFlowMeterType,Description,Description_IfcRoot,ENTITY
IfcFlowMeterType,ApplicableOccurrence,ApplicableOccurrence_IfcTypeObject,ENTITY
IfcFlowMeterType,HasPropertySets,HasPropertySets_IfcTypeObject,SET
IfcFlowMeterType,RepresentationMaps,RepresentationMaps_IfcTypeProduct,LIST
IfcFlowMeterType,Tag,Tag_IfcTypeProduct,ENTITY
IfcFlowMeterType,ElementType,ElementType_IfcElementType,ENTITY
IfcFlowMeterType,PredefinedType,PredefinedType_IfcFlowMeterType,ENTITY
IfcRoot,GlobalId,GlobalId_IfcRoot,ENTITY
IfcRoot,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcRoot,Name,Name_IfcRoot,ENTITY
IfcRoot,Description,Description_IfcRoot,ENTITY
IfcPreDefinedColour,Name,Name_IfcPreDefinedItem,ENTITY
IfcPipeFittingType,GlobalId,GlobalId_IfcRoot,ENTITY
IfcPipeFittingType,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcPipeFittingType,Name,Name_IfcRoot,ENTITY
IfcPipeFittingType,Description,Description_IfcRoot,ENTITY
IfcPipeFittingType,ApplicableOccurrence,ApplicableOccurrence_IfcTypeObject,ENTITY
IfcPipeFittingType,HasPropertySets,HasPropertySets_IfcTypeObject,SET
IfcPipeFittingType,RepresentationMaps,RepresentationMaps_IfcTypeProduct,LIST
IfcPipeFittingType,Tag,Tag_IfcTypeProduct,ENTITY
IfcPipeFittingType,ElementType,ElementType_IfcElementType,ENTITY
IfcPipeFittingType,PredefinedType,PredefinedType_IfcPipeFittingType,ENTITY
IfcCompositeCurve,Segments,Segments_IfcCompositeCurve,LIST
IfcCompositeCurve,SelfIntersect,SelfIntersect_IfcCompositeCurve,ENTITY
IfcRelDefinesByType,GlobalId,GlobalId_IfcRoot,ENTITY
IfcRelDefinesByType,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcRelDefinesByType,Name,Name_IfcRoot,ENTITY
IfcRelDefinesByType,Description,Description_IfcRoot,ENTITY
IfcRelDefinesByType,RelatedObjects,RelatedObjects_IfcRelDefines,SET
IfcRelDefinesByType,RelatingType,RelatingType_IfcRelDefinesByType,ENTITY
IfcTypeProduct,GlobalId,GlobalId_IfcRoot,ENTITY
IfcTypeProduct,OwnerHistory,OwnerHistory_IfcRoot,ENTITY
IfcTypeProduct,Name,Name_IfcRoot,ENTITY
IfcTypeProduct,Description,Description_IfcRoot,ENTITY
IfcTypeProduct,ApplicableOccurrence,ApplicableOccurrence_IfcTypeObject,ENTITY
IfcTypeProduct,HasPropertySets,HasPropertySets_IfcTypeObject,SET
IfcTypeProduct,RepresentationMaps,RepresentationMaps_IfcTypeProduct,LIST
IfcTypeProduct,Tag,Tag_IfcTypeProduct,ENTITY
IfcStructuralLoad,Name,Name_IfcStructuralLoad,ENTITY
IfcIrregularTimeSeries,Name,Name_IfcTimeSeries,ENTITY
IfcIrregularTimeSeries,Description,Description_IfcTimeSeries,ENTITY
IfcIrregularTimeSeries,StartTime,StartTime_IfcTimeSeries,ENTITY
